column_x	column_y	correlation	row	column
Ik_verdiep_me_in_mijn_levensbeschouwing	In_de_natuur/buiten_zijn	0,077255465	55	10
Ik_verdiep_me_in_mijn_levensbeschouwing	Activiteiten_van_een_studentenvereniging	0,046262402	55	11
Ik_verdiep_me_in_mijn_levensbeschouwing	Mijn_actief_lidmaatschap_van_een_of_meerdere_studentenverenigingen	0,013003846	55	12
Ik_verdiep_me_in_mijn_levensbeschouwing	Het_uitoefenen_van_mijn_bestuursfunctie_in_een_studentenvereniging	0,03782594	55	13
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_heb_het_moeilijk_om_mijn_taken_voor_de_universiteit_af_te_werken	0,000776591	55	14
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_heb_problemen_met_mijn_thuissituatie	0,06348526	55	15
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_de_verwachtingen_die_men_van_me_heeft_op_academisch_vlak	-0,014837906	55	16
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_andere_verwachtingen_die_aan_mij_gesteld_worden_(job,_vereniging,_relatie,_...)	0,037214763	55	17
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_heb_het_moeilijk_met_mijn_geaardheid_of_genderidentiteit	0,06839824	55	18
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_heb_soms_het_gevoel_dat_ik_discriminerend_behandeld_wordt	0,107863893	55	19
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_moest_afscheid_nemen_van_iemand_die_mij_dierbaar_was	0,047419204	55	20
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_heb_financiële_problemen	0,067819472	55	21
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_ben_eenzaam	0,051460885	55	22
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_heb_een_negatief_zelfbeeld	-0,011460987	55	23
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_heb_het_te_druk_met_te_veel_activiteiten_(vereniging,_engagement,_school,_job,_...)	0,03261445	55	24
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_heb_psychologische_problemen	0,083319484	55	25
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_voel_me_niet_gewaardeerd_in_mijn_sociale_kring	0,066848115	55	26
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_weet_niet_waarom_ik_mij_minder_goed_voel.	0,041307655	55	27
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_voel_me_soms_langere_periodes_niet_goed_in_mijn_vel	0,045473247	55	28
Ik_verdiep_me_in_mijn_levensbeschouwing	Mijn_gemoedstoestand_verhindert_me_om_mijn_dagelijkse_taken_uit_te_voeren	0,086091939	55	29
Ik_verdiep_me_in_mijn_levensbeschouwing	Mijn_vrienden_weten_hoe_ik_me_voel	0,024460502	55	30
Ik_verdiep_me_in_mijn_levensbeschouwing	Mijn_ouders_weten_hoe_ik_me_voel	-0,003934231	55	31
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_ben_bang_om_mijn_gevoelens_te_uiten	0,004198018	55	32
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_huil_nooit_in_het_bijzijn_van_anderen	0,073308292	55	33
Ik_verdiep_me_in_mijn_levensbeschouwing	Als_ik_me_slecht_voel,_probeer_ik_anderen_daar_zo_weinig_mogelijk_mee_te_belasten	0,009167829	55	34
Ik_verdiep_me_in_mijn_levensbeschouwing	Ook_negatieve_gevoelens_kunnen_in_mijn_omgeving_besproken_worden	0,021334712	55	35
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_heb_het_gevoel_dat_mijn_ouders_mij_begrijpen	-0,016972062	55	36
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_kan_mijn_problemen_de_baas	0,028657169	55	37
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_ben_tevreden_met_wie_ik_ben	0,02822189	55	38
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_maak_me_zorgen_over_de_toekomstperspectieven_die_mijn_dimploma_me_zal_bieden	0,037322033	55	39
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_ben_eerder_introvert	-0,007059638	55	40
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_ben_eerder_extravert	0,033021396	55	41
Ik_verdiep_me_in_mijn_levensbeschouwing	Niets_bijzonders	-0,01570026	55	42
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_luister_naar_muziek	0,080834347	55	43
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_zoek_de_natuur_op	0,119128837	55	44
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_ga_bewegen_of_sporten	0,0918364	55	45
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_ga_feesten_of_op_café	0,033091132	55	46
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_drink_alcohol	0,025647346	55	47
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_gebruik_softdrugs	0,082523953	55	48
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_gebruik_harddrugs	0,068615518	55	49
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_doe_dingen_die_schadelijk_zijn_voor_mezelf_(uitgezonderd_middelengebruik)	0,059681559	55	50
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_zoek_informatie_op_over_mijn_probleem_(op_het_internet,_in_een_boek_of_in_een_folder)	0,158553992	55	51
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_trek_me_terug	0,039219404	55	52
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_probeer_de_oorzaak_van_het_probleem_aan_te_pakken	0,165119107	55	53
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_omring_me_met_mensen	0,058278017	55	54
Ik_verdiep_me_in_mijn_levensbeschouwing	Ik_verdiep_me_in_mijn_levensbeschouwing	1	55	55
Ik_praat_erover_met_een_vriend_of_vriendin	Afspreken_met_vrienden	0,267472686	56	1
Ik_praat_erover_met_een_vriend_of_vriendin	Muziek_spelen_of_beluisteren	0,089777139	56	2
Ik_praat_erover_met_een_vriend_of_vriendin	Een_goed_gesprek	0,273671352	56	3
Ik_praat_erover_met_een_vriend_of_vriendin	Sporten	0,068347461	56	4
Ik_praat_erover_met_een_vriend_of_vriendin	Feesten,_uitgaan	0,135155292	56	5
Ik_praat_erover_met_een_vriend_of_vriendin	Boeken_lezen	0,033439105	56	6
Ik_praat_erover_met_een_vriend_of_vriendin	Vrijwilligerswerk_doen	0,069474893	56	7
Ik_praat_erover_met_een_vriend_of_vriendin	Gamen	-0,056951922	56	8
Ik_praat_erover_met_een_vriend_of_vriendin	Series_of_films_kijken	0,056557169	56	9
Ik_praat_erover_met_een_vriend_of_vriendin	In_de_natuur/buiten_zijn	0,087208847	56	10
Ik_praat_erover_met_een_vriend_of_vriendin	Activiteiten_van_een_studentenvereniging	0,004534052	56	11
Ik_praat_erover_met_een_vriend_of_vriendin	Mijn_actief_lidmaatschap_van_een_of_meerdere_studentenverenigingen	0,005520202	56	12
Ik_praat_erover_met_een_vriend_of_vriendin	Het_uitoefenen_van_mijn_bestuursfunctie_in_een_studentenvereniging	0,007578163	56	13
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_heb_het_moeilijk_om_mijn_taken_voor_de_universiteit_af_te_werken	-0,003537006	56	14
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_heb_problemen_met_mijn_thuissituatie	-0,005976902	56	15
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_de_verwachtingen_die_men_van_me_heeft_op_academisch_vlak	-0,04373522	56	16
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_andere_verwachtingen_die_aan_mij_gesteld_worden_(job,_vereniging,_relatie,_...)	-0,063430784	56	17
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_heb_het_moeilijk_met_mijn_geaardheid_of_genderidentiteit	-0,047339305	56	18
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_heb_soms_het_gevoel_dat_ik_discriminerend_behandeld_wordt	-0,041785196	56	19
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_moest_afscheid_nemen_van_iemand_die_mij_dierbaar_was	0,022984671	56	20
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_heb_financiële_problemen	-0,032432025	56	21
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_ben_eenzaam	-0,218282029	56	22
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_heb_een_negatief_zelfbeeld	-0,156228839	56	23
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_heb_het_te_druk_met_te_veel_activiteiten_(vereniging,_engagement,_school,_job,_...)	0,08385862	56	24
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_heb_psychologische_problemen	-0,118551609	56	25
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_voel_me_niet_gewaardeerd_in_mijn_sociale_kring	-0,144397653	56	26
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_weet_niet_waarom_ik_mij_minder_goed_voel.	-0,108439552	56	27
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_voel_me_soms_langere_periodes_niet_goed_in_mijn_vel	-0,157626876	56	28
Ik_praat_erover_met_een_vriend_of_vriendin	Mijn_gemoedstoestand_verhindert_me_om_mijn_dagelijkse_taken_uit_te_voeren	-0,092335024	56	29
Ik_praat_erover_met_een_vriend_of_vriendin	Mijn_vrienden_weten_hoe_ik_me_voel	0,517341479	56	30
Ik_praat_erover_met_een_vriend_of_vriendin	Mijn_ouders_weten_hoe_ik_me_voel	0,26682016	56	31
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_ben_bang_om_mijn_gevoelens_te_uiten	-0,307916863	56	32
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_huil_nooit_in_het_bijzijn_van_anderen	-0,307770794	56	33
Ik_praat_erover_met_een_vriend_of_vriendin	Als_ik_me_slecht_voel,_probeer_ik_anderen_daar_zo_weinig_mogelijk_mee_te_belasten	-0,255935779	56	34
Ik_praat_erover_met_een_vriend_of_vriendin	Ook_negatieve_gevoelens_kunnen_in_mijn_omgeving_besproken_worden	0,327225196	56	35
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_heb_het_gevoel_dat_mijn_ouders_mij_begrijpen	0,195588384	56	36
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_kan_mijn_problemen_de_baas	0,127940135	56	37
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_ben_tevreden_met_wie_ik_ben	0,214311813	56	38
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_maak_me_zorgen_over_de_toekomstperspectieven_die_mijn_dimploma_me_zal_bieden	0,019781918	56	39
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_ben_eerder_introvert	-0,197915376	56	40
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_ben_eerder_extravert	0,237420102	56	41
Ik_praat_erover_met_een_vriend_of_vriendin	Niets_bijzonders	-0,131648752	56	42
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_luister_naar_muziek	0,12622783	56	43
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_zoek_de_natuur_op	0,139291348	56	44
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_ga_bewegen_of_sporten	0,126784217	56	45
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_ga_feesten_of_op_café	0,123359731	56	46
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_drink_alcohol	0,045812584	56	47
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_gebruik_softdrugs	-0,005145445	56	48
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_gebruik_harddrugs	0,007267139	56	49
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_doe_dingen_die_schadelijk_zijn_voor_mezelf_(uitgezonderd_middelengebruik)	-0,1027042	56	50
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_zoek_informatie_op_over_mijn_probleem_(op_het_internet,_in_een_boek_of_in_een_folder)	0,053471527	56	51
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_trek_me_terug	-0,170473883	56	52
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_probeer_de_oorzaak_van_het_probleem_aan_te_pakken	0,284230131	56	53
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_omring_me_met_mensen	0,487453206	56	54
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_verdiep_me_in_mijn_levensbeschouwing	0,075188622	56	55
Ik_praat_erover_met_een_vriend_of_vriendin	Ik_praat_erover_met_een_vriend_of_vriendin	1	56	56
Ik_praat_erover_met_mijn_ouders	Afspreken_met_vrienden	0,09018569	57	1
Ik_praat_erover_met_mijn_ouders	Muziek_spelen_of_beluisteren	0,034846346	57	2
Ik_praat_erover_met_mijn_ouders	Een_goed_gesprek	0,185618591	57	3
Ik_praat_erover_met_mijn_ouders	Sporten	0,076890276	57	4
Ik_praat_erover_met_mijn_ouders	Feesten,_uitgaan	0,049450692	57	5
Ik_praat_erover_met_mijn_ouders	Boeken_lezen	0,040518152	57	6
Ik_praat_erover_met_mijn_ouders	Vrijwilligerswerk_doen	0,049928783	57	7
Ik_praat_erover_met_mijn_ouders	Gamen	-0,059290933	57	8
Ik_praat_erover_met_mijn_ouders	Series_of_films_kijken	0,072403599	57	9
Ik_praat_erover_met_mijn_ouders	In_de_natuur/buiten_zijn	0,123750762	57	10
Ik_praat_erover_met_mijn_ouders	Activiteiten_van_een_studentenvereniging	-0,000439509	57	11
Ik_praat_erover_met_mijn_ouders	Mijn_actief_lidmaatschap_van_een_of_meerdere_studentenverenigingen	-0,023818939	57	12
Ik_praat_erover_met_mijn_ouders	Het_uitoefenen_van_mijn_bestuursfunctie_in_een_studentenvereniging	-0,007053553	57	13
Ik_praat_erover_met_mijn_ouders	Ik_heb_het_moeilijk_om_mijn_taken_voor_de_universiteit_af_te_werken	-0,010042179	57	14
Ik_praat_erover_met_mijn_ouders	Ik_heb_problemen_met_mijn_thuissituatie	-0,214083648	57	15
Ik_praat_erover_met_mijn_ouders	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_de_verwachtingen_die_men_van_me_heeft_op_academisch_vlak	-0,069684574	57	16
Ik_praat_erover_met_mijn_ouders	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_andere_verwachtingen_die_aan_mij_gesteld_worden_(job,_vereniging,_relatie,_...)	-0,134965785	57	17
Ik_praat_erover_met_mijn_ouders	Ik_heb_het_moeilijk_met_mijn_geaardheid_of_genderidentiteit	-0,083688851	57	18
Ik_praat_erover_met_mijn_ouders	Ik_heb_soms_het_gevoel_dat_ik_discriminerend_behandeld_wordt	-0,045105209	57	19
Ik_praat_erover_met_mijn_ouders	Ik_moest_afscheid_nemen_van_iemand_die_mij_dierbaar_was	-0,014781132	57	20
Ik_praat_erover_met_mijn_ouders	Ik_heb_financiële_problemen	-0,134008606	57	21
Ik_praat_erover_met_mijn_ouders	Ik_ben_eenzaam	-0,20852503	57	22
Ik_praat_erover_met_mijn_ouders	Ik_heb_een_negatief_zelfbeeld	-0,188830581	57	23
Ik_praat_erover_met_mijn_ouders	Ik_heb_het_te_druk_met_te_veel_activiteiten_(vereniging,_engagement,_school,_job,_...)	0,008230877	57	24
Ik_praat_erover_met_mijn_ouders	Ik_heb_psychologische_problemen	-0,158812102	57	25
Ik_praat_erover_met_mijn_ouders	Ik_voel_me_niet_gewaardeerd_in_mijn_sociale_kring	-0,142928702	57	26
Ik_praat_erover_met_mijn_ouders	Ik_weet_niet_waarom_ik_mij_minder_goed_voel.	-0,135143943	57	27
Ik_praat_erover_met_mijn_ouders	Ik_voel_me_soms_langere_periodes_niet_goed_in_mijn_vel	-0,19636854	57	28
Ik_praat_erover_met_mijn_ouders	Mijn_gemoedstoestand_verhindert_me_om_mijn_dagelijkse_taken_uit_te_voeren	-0,115215822	57	29
Ik_praat_erover_met_mijn_ouders	Mijn_vrienden_weten_hoe_ik_me_voel	0,312224603	57	30
Ik_praat_erover_met_mijn_ouders	Mijn_ouders_weten_hoe_ik_me_voel	0,693978915	57	31
Ik_praat_erover_met_mijn_ouders	Ik_ben_bang_om_mijn_gevoelens_te_uiten	-0,310401957	57	32
Ik_praat_erover_met_mijn_ouders	Ik_huil_nooit_in_het_bijzijn_van_anderen	-0,285556783	57	33
Ik_praat_erover_met_mijn_ouders	Als_ik_me_slecht_voel,_probeer_ik_anderen_daar_zo_weinig_mogelijk_mee_te_belasten	-0,236444242	57	34
Ik_praat_erover_met_mijn_ouders	Ook_negatieve_gevoelens_kunnen_in_mijn_omgeving_besproken_worden	0,365023234	57	35
Ik_praat_erover_met_mijn_ouders	Ik_heb_het_gevoel_dat_mijn_ouders_mij_begrijpen	0,593765745	57	36
Ik_praat_erover_met_mijn_ouders	Ik_kan_mijn_problemen_de_baas	0,11323152	57	37
Ik_praat_erover_met_mijn_ouders	Ik_ben_tevreden_met_wie_ik_ben	0,19975828	57	38
Ik_praat_erover_met_mijn_ouders	Ik_maak_me_zorgen_over_de_toekomstperspectieven_die_mijn_dimploma_me_zal_bieden	-0,021892348	57	39
Ik_praat_erover_met_mijn_ouders	Ik_ben_eerder_introvert	-0,117876971	57	40
Ik_praat_erover_met_mijn_ouders	Ik_ben_eerder_extravert	0,150093653	57	41
Ik_praat_erover_met_mijn_ouders	Niets_bijzonders	-0,085412852	57	42
Ik_praat_erover_met_mijn_ouders	Ik_luister_naar_muziek	0,048665074	57	43
Ik_praat_erover_met_mijn_ouders	Ik_zoek_de_natuur_op	0,166938882	57	44
Ik_praat_erover_met_mijn_ouders	Ik_ga_bewegen_of_sporten	0,152037625	57	45
Ik_praat_erover_met_mijn_ouders	Ik_ga_feesten_of_op_café	0,018436351	57	46
Ik_praat_erover_met_mijn_ouders	Ik_drink_alcohol	-0,077594579	57	47
Ik_praat_erover_met_mijn_ouders	Ik_gebruik_softdrugs	-0,07282221	57	48
Ik_praat_erover_met_mijn_ouders	Ik_gebruik_harddrugs	0,000289808	57	49
Ik_praat_erover_met_mijn_ouders	Ik_doe_dingen_die_schadelijk_zijn_voor_mezelf_(uitgezonderd_middelengebruik)	-0,145552155	57	50
Ik_praat_erover_met_mijn_ouders	Ik_zoek_informatie_op_over_mijn_probleem_(op_het_internet,_in_een_boek_of_in_een_folder)	-0,011506417	57	51
Ik_praat_erover_met_mijn_ouders	Ik_trek_me_terug	-0,196985157	57	52
Ik_praat_erover_met_mijn_ouders	Ik_probeer_de_oorzaak_van_het_probleem_aan_te_pakken	0,289725316	57	53
Ik_praat_erover_met_mijn_ouders	Ik_omring_me_met_mensen	0,349698217	57	54
Ik_praat_erover_met_mijn_ouders	Ik_verdiep_me_in_mijn_levensbeschouwing	0,045280854	57	55
Ik_praat_erover_met_mijn_ouders	Ik_praat_erover_met_een_vriend_of_vriendin	0,422066519	57	56
Ik_praat_erover_met_mijn_ouders	Ik_praat_erover_met_mijn_ouders	1	57	57
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Afspreken_met_vrienden	-0,067063045	58	1
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Muziek_spelen_of_beluisteren	-0,024648744	58	2
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Een_goed_gesprek	0,049612665	58	3
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Sporten	-0,02186951	58	4
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Feesten,_uitgaan	-0,062769205	58	5
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Boeken_lezen	0,047308585	58	6
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Vrijwilligerswerk_doen	0,058134586	58	7
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Gamen	-0,020881299	58	8
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Series_of_films_kijken	0,000840617	58	9
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	In_de_natuur/buiten_zijn	0,033916691	58	10
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Activiteiten_van_een_studentenvereniging	-0,033936693	58	11
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Mijn_actief_lidmaatschap_van_een_of_meerdere_studentenverenigingen	-0,010655029	58	12
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Het_uitoefenen_van_mijn_bestuursfunctie_in_een_studentenvereniging	0,037917094	58	13
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_heb_het_moeilijk_om_mijn_taken_voor_de_universiteit_af_te_werken	0,028426109	58	14
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_heb_problemen_met_mijn_thuissituatie	0,160377034	58	15
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_de_verwachtingen_die_men_van_me_heeft_op_academisch_vlak	0,06836249	58	16
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_heb_het_gevoel_dat_ik_niet_kan_voldoen_aan_andere_verwachtingen_die_aan_mij_gesteld_worden_(job,_vereniging,_relatie,_...)	0,113879907	58	17
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_heb_het_moeilijk_met_mijn_geaardheid_of_genderidentiteit	0,08226559	58	18
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_heb_soms_het_gevoel_dat_ik_discriminerend_behandeld_wordt	0,067638401	58	19
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_moest_afscheid_nemen_van_iemand_die_mij_dierbaar_was	0,107024425	58	20
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_heb_financiële_problemen	0,096382414	58	21
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_ben_eenzaam	0,139774593	58	22
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_heb_een_negatief_zelfbeeld	0,166240736	58	23
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_heb_het_te_druk_met_te_veel_activiteiten_(vereniging,_engagement,_school,_job,_...)	0,018619023	58	24
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_heb_psychologische_problemen	0,380274318	58	25
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_voel_me_niet_gewaardeerd_in_mijn_sociale_kring	0,132708428	58	26
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_weet_niet_waarom_ik_mij_minder_goed_voel.	0,050931235	58	27
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_voel_me_soms_langere_periodes_niet_goed_in_mijn_vel	0,233108681	58	28
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Mijn_gemoedstoestand_verhindert_me_om_mijn_dagelijkse_taken_uit_te_voeren	0,2160982	58	29
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Mijn_vrienden_weten_hoe_ik_me_voel	0,073895438	58	30
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Mijn_ouders_weten_hoe_ik_me_voel	0,10126849	58	31
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_ben_bang_om_mijn_gevoelens_te_uiten	0,020394793	58	32
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_huil_nooit_in_het_bijzijn_van_anderen	-0,052299836	58	33
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Als_ik_me_slecht_voel,_probeer_ik_anderen_daar_zo_weinig_mogelijk_mee_te_belasten	-0,007260182	58	34
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ook_negatieve_gevoelens_kunnen_in_mijn_omgeving_besproken_worden	-0,000823367	58	35
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_heb_het_gevoel_dat_mijn_ouders_mij_begrijpen	-0,002093508	58	36
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_kan_mijn_problemen_de_baas	-0,134938891	58	37
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_ben_tevreden_met_wie_ik_ben	-0,125801933	58	38
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_maak_me_zorgen_over_de_toekomstperspectieven_die_mijn_dimploma_me_zal_bieden	0,059533142	58	39
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_ben_eerder_introvert	0,018597972	58	40
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_ben_eerder_extravert	-0,006591973	58	41
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Niets_bijzonders	-0,055591069	58	42
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_luister_naar_muziek	-0,023789191	58	43
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_zoek_de_natuur_op	0,054657026	58	44
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_ga_bewegen_of_sporten	0,010118722	58	45
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_ga_feesten_of_op_café	-0,028975197	58	46
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_drink_alcohol	0,023371844	58	47
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_gebruik_softdrugs	0,048897693	58	48
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_gebruik_harddrugs	0,068899158	58	49
Ik_praat_erover_met_een_hulpverlener_(bijvoorbeeld_mijn_huisarts_of_psycholoog)	Ik_doe_dingen_die_schadelijk_zijn_voor_mezelf_(uitgezonderd_middelengebruik)	0,179074096	58	50
